EmployeeKey,FirstName,LastName,MiddleName,HireDate,BirthDate,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,SalesPersonFlag,DepartmentName,StartDate,EndDate,Status
274,Sharon,Salavaria,B,8/18/2010,11/30/1960,sharon0@adventure-works.com,970-555-0138,M,Sharon Salavaria,970-555-0138,1,F,2,32.6923,4,22,1,0,Engineering,8/18/2010,NULL,Current
275,John,Wood,L,9/7/2010,10/4/1977,john5@adventure-works.com,486-555-0150,S,John Wood,486-555-0150,0,M,2,14.4231,48,44,1,0,Marketing,9/7/2010,NULL,Current
276,Mary,Dempsey,A,9/14/2010,8/29/1977,mary2@adventure-works.com,124-555-0114,S,Mary Dempsey,124-555-0114,0,F,2,13.4615,43,41,1,0,Marketing,9/14/2010,NULL,Current
277,Brian,Welcker,S,9/15/2010,1/4/1977,brian3@adventure-works.com,716-555-0127,S,Brian Welcker,716-555-0127,1,M,2,72.1154,10,25,1,0,Sales,9/15/2010,NULL,Current
278,Sheela,Word,H,9/25/2010,9/10/1977,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,1,F,2,30,49,44,1,0,Purchasing,9/25/2010,2/27/2011,NULL
279,Sheela,Word,H,9/25/2010,9/10/1977,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,1,F,2,30,49,44,1,0,Purchasing,2/28/2011,2/12/2012,NULL
280,Sheela,Word,H,9/25/2010,9/10/1977,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,1,F,2,30,49,44,1,0,Purchasing,2/13/2012,NULL,Current
281,Michael,Blythe,G,12/29/2010,7/25/1968,michael9@adventure-works.com,257-555-0154,S,Michael Blythe,257-555-0154,1,M,2,23.0769,38,39,1,1,Sales,12/29/2010,NULL,Current
282,Linda,Mitchell,C,12/29/2010,9/27/1979,linda3@adventure-works.com,883-555-0116,M,Linda Mitchell,883-555-0116,1,F,2,23.0769,27,33,1,1,Sales,12/29/2010,NULL,Current
283,Jillian,Carson,NULL,12/29/2010,3/29/1962,jillian0@adventure-works.com,517-555-0117,S,Jillian Carson,517-555-0117,1,F,2,23.0769,24,32,1,1,Sales,12/29/2010,NULL,Current
284,Garrett,Vargas,R,12/29/2010,9/4/1974,garrett1@adventure-works.com,922-555-0165,M,Garrett Vargas,922-555-0165,1,M,2,23.0769,33,36,1,1,Sales,12/29/2010,NULL,Current
285,Tsvi,Reiter,Michael,12/29/2010,8/18/1973,tsvi0@adventure-works.com,664-555-0112,M,Tsvi Reiter,664-555-0112,1,M,2,23.0769,29,34,1,1,Sales,12/29/2010,NULL,Current
286,Pamela,Ansman-Wolfe,O,12/29/2010,7/6/1974,pamela0@adventure-works.com,340-555-0193,S,Pamela Ansman-Wolfe,340-555-0193,1,F,2,23.0769,22,31,1,1,Sales,12/29/2010,NULL,Current
287,Shu,Ito,K,12/29/2010,10/8/1943,shu0@adventure-works.com,330-555-0120,M,Shu Ito,330-555-0120,1,M,2,23.0769,26,33,1,1,Sales,12/29/2010,NULL,Current
288,José,Saraiva,Edvaldo,12/29/2010,7/11/1939,josé1@adventure-works.com,185-555-0169,M,José Saraiva,185-555-0169,1,M,2,23.0769,31,35,1,1,Sales,12/29/2010,NULL,Current
289,David,Campbell,R,12/29/2010,9/11/1973,david8@adventure-works.com,740-555-0182,S,David Campbell,740-555-0182,1,M,2,23.0769,23,31,1,1,Sales,12/29/2010,NULL,Current
290,Amy,Alberts,E,11/15/2011,4/20/1957,amy0@adventure-works.com,775-555-0164,M,Amy Alberts,775-555-0164,1,F,2,48.101,21,30,1,1,Sales,11/15/2011,NULL,Current
291,Jae,Pak,B,12/29/2011,10/16/1967,jae0@adventure-works.com,1 (11) 500 555-0145,M,Jae Pak,1 (11) 500 555-0145,1,F,2,23.0769,37,38,1,1,Sales,12/29/2011,NULL,Current
292,Ranjit,Varkey Chudukatil,R,12/29/2011,4/30/1975,ranjit0@adventure-works.com,1 (11) 500 555-0117,S,Ranjit Varkey Chudukatil,1 (11) 500 555-0117,1,M,2,23.0769,34,37,1,1,Sales,12/29/2011,NULL,Current
293,Tete,Mensa-Annan,A,4/30/2012,8/5/1977,tete0@adventure-works.com,615-555-0153,M,Tete Mensa-Annan,615-555-0153,1,M,2,23.0769,39,39,1,1,Sales,4/30/2012,NULL,Current
294,Syed,Abbas,E,10/12/2012,8/11/1974,syed0@adventure-works.com,926-555-0182,M,Syed Abbas,926-555-0182,1,M,2,48.101,20,30,1,1,Sales,10/12/2012,NULL,Current
295,Rachel,Valdez,B,12/28/2012,2/6/1975,rachel0@adventure-works.com,1 (11) 500 555-0140,S,Rachel Valdez,1 (11) 500 555-0140,1,F,2,23.0769,35,37,1,1,Sales,12/28/2012,NULL,Current
296,Lynn,Tsoflias,N,12/28/2012,10/16/1970,lynn0@adventure-works.com,1 (11) 500 555-0190,S,Lynn Tsoflias,1 (11) 500 555-0190,1,F,2,23.0769,36,38,1,1,Sales,12/28/2012,NULL,Current
